 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/21/2019


"Rank","Name","Team","Cl","Ht","Pos","S","Aces","Per Set"
"36","Sarah Davis","Sacramento St.","Sr.","5-10","OH","130","542","4.17"
"37","Jenna Bridges","Hartford","Sr.","6-2","MB","105","437","4.16"
"38","Sydney Rowan","Charlotte","Jr.","5-10","OH","111","457","4.12"
"39","Dilara Gedikoglu","Tulsa","Fr.","5-10","OH","119","488","4.10"
"40","Cortney VanLiew","FGCU","Jr.","5-11","OH","104","424","4.08"
"41","Ann Ernst","Loyola Maryland","Sr.","5-9","OH","121","493","4.07"
"42","Brooke Monssen","Charleston So.","Sr.","6-2","OH","103","419","4.07"
"43","Tessa Grubbs","Tennessee","Sr.","6-3","OH","108","438","4.06"
"44","Alli Lowe","Colgate","Jr.","6-0","OH","115","465","4.04"
"45","Payton Caffrey","Florida St.","Sr.","6-0","OH","100","403","4.03"
"46","Laura Masciullo","Hofstra","Sr.","6-0","OH","109","439","4.03"
"47","Kashauna Williams","Long Beach St.","So.","-","OH","110","443","4.03"
"48","Micaya White","Texas","Sr.","6-1","OH","98","392","4.00"
"49","Skylar Iott","George Washington","Sr.","6-0","OH","99","395","3.99"
"50","Kaylee Martin","Illinois St.","Jr.","5-9","OH","132","526","3.98"
"51","Lauren Matthews","Western Ky.","So.","6-0","MH","118","470","3.98"
"52","Megan Fergus","Marist","Sr.","5-10","MB","114","453","3.97"
"53","Desiree Sukhov","Fresno St.","Jr.","5-11","OH","87","344","3.95"
"54","Sarah Colla","Campbell","So.","5-10","OH","103","407","3.95"
"55","Kelsi Hobbs","Samford","Sr.","6-1","OH","118","466","3.95"
"56","Paige Whipple","Arizona","Jr.","6-1","OH","116","457","3.94"
"57","Lauren Chastang","Kennesaw St.","Jr.","5-11","OH","115","453","3.94"
"58","Julia Crawford","Cal St. Fullerton","Fr.","5-9","OH","90","354","3.93"
"59","Paige Jones","Michigan","So.","6-1","OH","118","463","3.92"
"60","Maya Taylor","Saint Louis","Jr.","5-11","OH","103","403","3.91"
"61","Caitlyn Newton","Purdue","Jr.","6-1","OH","114","446","3.91"
"62","CeCe Madison","Oral Roberts","Sr.","5-10","OH","123","481","3.91"
"63","Temi Thomas-Ailara","Northwestern","Fr.","6-2","OH","102","398","3.90"
"64","Abby Noll","Eastern Ky.","Fr.","5-11","OH","97","375","3.87"
"65","Leah Daniel","Elon","So.","6-1","OH","126","487","3.87"
"66","Kailey Jo Ince","Northern Colo.","So.","6-1","OH","132","508","3.85"
"67","Emma Longley","Appalachian St.","Sr.","5-11","OH","116","446","3.84"
"68","Rachel Tam","Evansville","Sr.","5-9","OH","117","448","3.83"
"69","Amelia Johnson","Liberty","Jr.","6-1","OH","120","457","3.81"
"70","Kazna Tarawhiti","Utah Valley","So.","5-11","OH","109","415","3.81"
"71","Lauren Harrison","North Carolina","So.","6-0","OH","92","350","3.80"
"72","Cheyenne Hayes","Troy","Jr.","5-9","OH","120","455","3.79"
"73","Breana Runnels","Colorado St.","Jr.","5-10","OH","110","417","3.79"
"74","Maria Mallon","Cincinnati","So.","5-9","OH","119","451","3.79"
"75","Shannon Webb","Southern Utah","Sr.","6-0","OH","116","439","3.78"
"76","Emily Plock","Drake","Jr.","6-2","OPP","125","472","3.78"
"77","Alicia Harrington","UMKC","Sr.","6-0","OH","110","415","3.77"
"78","Mariena Hayden","UNLV","Jr.","6-0","OH","102","384","3.76"
"79","Kora Schaberl","LIU Brooklyn","Sr.","6-0","OH","97","365","3.76"
"80","Katelyn MEYER","Bowling Green","So.","5-10","OH","122","459","3.76"
"81","Lauren Matias","UC Davis","Sr.","6-2","OH","112","421","3.76"
"82","Dana Rettke","Wisconsin","Jr.","6-8","MB","110","413","3.75"
"83","Lauren Deaton","Samford","So.","-","OH","118","443","3.75"
"84","Jillian Gillen","Arkansas","Fr.","5-10","OH","113","424","3.75"
"85","Abbie Harry","Central Ark.","Sr.","6-0","OH","117","438","3.74"
"86","Thayer Hall","Florida","So.","6-3","OH","111","415","3.74"
"87","Madi Tyus","Saint Francis (PA)","So.","6-0","OH","86","321","3.73"
"88","Abby Hamilton","Loyola Maryland","So.","5-11","OH","122","453","3.71"
"89","Rachel Bontrager","Western Mich.","Jr.","5-11","OH","112","414","3.70"
"90","Emily Stroup","Ole Miss","Sr.","6-0","OH","117","431","3.68"
"91","Brittany Maxwell","DePaul","Sr.","6-3","RS","121","443","3.66"
"92","Solimar Cestero","North Florida","So.","6-0","OH","116","424","3.66"
"93","Samantha Graver","La Salle","Jr.","5-10","OH","110","402","3.65"
"94","Savannah Slattery","LMU (CA)","Sr.","5-11","OH","110","401","3.65"
"95","Emma Granger","Robert Morris","Jr.","6-4","MB","107","389","3.64"
"96","Kacie Evans","Georgia","Fr.","5-11","OH","109","396","3.63"
"97","Cheyenne Huskey","Texas St.","Sr.","6-2","OH","117","425","3.63"
"98","Maria Esch","UNC Greensboro","Jr.","6-0","OH","94","339","3.61"
"99","Ashley Lewis","Sam Houston St.","Jr.","6-0","OH","134","482","3.60"
"100","Mariana Brambilla","Georgia Tech","So.","5-11","OH","109","392","3.60"
"101","Carol Barbosa","Little Rock","Sr.","6-0","OH","86","309","3.59"
"102","Miajavon Coleman","Coppin St.","So.","5-11","OH","113","406","3.59"
"103","Ali Verzani","Tennessee Tech","Jr.","5-10","OH","110","395","3.59"
"104","Isabella Sade","Omaha","Jr.","6-2","OH","125","448","3.58"
"105","McKenna Miller","BYU","Sr.","6-1","OH","111","397","3.58"
"106","Kayla Lund","Pittsburgh","Jr.","6-0","OH","110","393","3.57"
"107","Lexi Sun","Nebraska","Jr.","6-2","OH","119","425","3.57"
"108","Kaylin Korte","Clemson","Jr.","6-0","OH","106","378","3.57"
"","Justine Spann","Colorado","Sr.","5-8","OH","106","378","3.57"
"110","Charley Niego","Notre Dame","So.","6-0","OH","115","410","3.57"
"111","Savannah Davison","New Mexico St.","So.","5-10","OH","108","384","3.56"
"","Nicole Mack","Furman","Jr.","5-11","OH","99","352","3.56"
"113","Mikayla Shields","South Carolina","Sr.","6-0","RS","114","405","3.55"
"114","Molly Haggerty","Wisconsin","Jr.","6-1","OH","116","412","3.55"
"115","Melissa Evans","NC State","Jr.","6-1","OPP","115","408","3.55"
"116","Logan Eggleston","Texas","So.","6-2","-","98","347","3.54"
"117","Maria Yvett Garcia","Florida A&M","Sr.","6-1","OH","101","357","3.53"
"118","Jonni Parker","Penn St.","So.","6-1","OH","117","413","3.53"
"119","Taylor Dellinger","Oakland","Sr.","6-0","OH","102","360","3.53"
"120","Dani Nay","Weber St.","Fr.","5-10","OH","114","401","3.52"
"121","Hannah Flowers","Memphis","Jr.","6-2","RS","109","383","3.51"
"122","Riley Patterson","Pacific","So.","5-8","OH","120","419","3.49"
"123","Sadie Limback","Omaha","So.","6-0","RS","118","411","3.48"
"124","Breana  Edwards","Indiana","So.","6-2","OH","104","362","3.48"
"125","Iva Vujosevic","Georgetown","Sr.","5-11","OH","109","379","3.48"
"126","Evi Wilson","Montana St.","Sr.","5-11","OH","107","371","3.47"
"127","Julia Bergmann","Georgia Tech","Fr.","6-5","OH","123","426","3.46"
"128","Lena Kindermann","Jacksonville St.","So.","6-1","OH","106","367","3.46"
"129","Julia Sangiacomo","Santa Clara","Fr.","6-5","OH","119","411","3.45"
"130","Ashlynn Dunbar","Oklahoma","Sr.","6-0","OH","106","366","3.45"
"131","Maddi Sgattoni","Navy","Jr.","5-8","OH","95","328","3.45"
"132","Jenaisya Moore","Ohio St.","Fr.","6-0","OH","78","269","3.45"
"133","Hannah Turnlund","San Diego St.","Sr.","5-11","OH","107","369","3.45"
"134","Eve Kerschenbaum","Seattle U","So.","6-3","OH","116","399","3.44"
"135","Katelyn Evans","West Virginia","Sr.","6-1","OH","88","302","3.43"
"136","Sophia Miller","Brown","Fr.","6-0","OH","62","212","3.42"
"137","Kathya Garcia","San Francisco","Sr.","5-10","OH","107","364","3.40"
"138","Sami Slaughter","South Dakota","Jr.","6-1","OH","123","418","3.40"
"139","Courteney Pitt","N.C. A&T","Jr.","6-1","OH","113","384","3.40"
"140","Mallory Mattingly","Jacksonville","Sr.","5-10","OH","116","394","3.40"
"141","Alex Stein","Colgate","Sr.","6-1","OH","122","414","3.39"
"142","Hannah Jacobs","SMU","So.","6-2","OH","105","355","3.38"
"143","Abigail Veit","Western Caro.","Sr.","5-11","OH","110","371","3.37"
"144","Sydney Kleinman","East Carolina","Jr.","6-2","OH","105","354","3.37"
"145","Cassie Haut","Eastern Mich.","Sr.","6-2","RS","106","357","3.37"
"146","Makena Ehlert","Brown","Sr.","6-0","OH","87","293","3.37"
"147","Mikayla Vivens","Houston Baptist","Jr.","5-9","OH","117","394","3.37"
"148","Alli Stumler","Kentucky","So.","-","OH","114","383","3.36"
"149","Olivia Cunningham","ETSU","Fr.","5-11","OH","95","319","3.36"
"150","Quin Sutphin","Kennesaw St.","Jr.","6-2","MB","102","342","3.35"

NCAA Women's Volleyball
Division IKills SG Highs
Through Games 12/21/2019


"Rank","Name","Team","Cl","Ht","Pos","Kills"

No rankings for this category 

NCAA Women's Volleyball
Division IPoints Per Set
Through Games 12/21/2019


"Rank","Name","Team","Cl","Ht","Pos","S","Kills","Aces","Block Solos","Block Assists","Per Set"
"1","Jordan Thompson","Cincinnati","Sr.","6-4","OH","125","798","48","5","38","6.96"
"2","Chichi Ikwuazom","Columbia","Sr.","6-1","MB","93","495","3","17","89","6.02"
"3","Rachel Giustino","Murray St.","Sr.","5-10","OH","114","610","29","11","32","5.84"
"4","Yossiana Pressley","Baylor","Jr.","6-0","OH","101","546","17","5","41","5.83"
"5","Polina Shemanova","Syracuse","So.","6-0","OH","94","485","31","8","43","5.80"
"6","Kathryn Plummer","Stanford","Sr.","6-6","OH","85","444","24","1","46","5.79"
"7","Anett Nemeth","Coastal Caro.","So.","6-1","OPP","105","515","39","9","72","5.70"
"8","Kylie Kuyava-Deberg","Missouri","Jr.","6-4","OH","111","524","49","21","37","5.52"
"9","Mac May","UCLA","Jr.","6-3","OH","102","493","36","12","33","5.47"
"10","Zoe McBride","Morgan St.","So.","6-0","OH","114","551","38","9","40","5.42"
"11","Jamie Peterson","Dayton","So.","6-4","OH","114","522","45","9","80","5.40"
"12","Khalia Lanier","Southern California","Sr.","6-2","OH","115","566","30","4","39","5.39"
"13","Nicole Lennon","Rice","Jr.","6-2","OH","105","504","21","11","30","5.25"
"14","Dani Drews","Utah","Jr.","6-0","OH","137","643","35","9","63","5.24"
"15","Hollann Hans","Texas A&M","Sr.","6-1","OH","119","534","58","5","54","5.24"
"16","Kara Bajema","Washington","Sr.","6-2","OH","129","597","33","12","68","5.24"
"17","Morgan Romano","Rider","Fr.","5-10","RS","115","534","31","5","65","5.24"
"18","Olivia Lohmeier","Morehead St.","Jr.","6-0","OH","119","564","26","8","45","5.21"
"19","Hannah Brister","Northwestern St.","Jr.","6-0","OH","113","539","26","6","34","5.20"
"20","Taylor Wolf","Green Bay","Jr.","6-2","S","114","518","30","3","73","5.15"
"21","Maria Bellinger","Delaware","Sr.","6-1","OH","104","477","28","4","43","5.10"
"22","Maia Dvoracek","Cal Poly","Jr.","6-1","OH","110","468","64","2","49","5.08"
"23","Emma Granger","Robert Morris","Jr.","6-4","MB","107","389","60","18","142","5.03"
"24","McKenna Melville","UCF","So.","6-1","OH","122","548","30","13","43","5.02"
"25","Karlie Taylor","UNI","Sr.","5-11","OH","124","565","22","18","33","5.01"
"26","Allie Barber","Marquette","Sr.","6-5","OH","122","570","8","4","37","4.92"
"27","Taylor Bannister","LSU","Jr.","6-5","MB","102","438","21","5","74","4.91"
"28","Dana Rettke","Wisconsin","Jr.","6-8","MB","110","413","38","18","142","4.91"
"29","Lindsey Ruddins","UC Santa Barbara","Sr.","6-2","OH","99","439","8","13","50","4.90"
"30","Leah Edmond","Kentucky","Sr.","6-2","OH","111","491","20","11","40","4.88"
"31","Jacqueline Quade","Illinois","Sr.","6-2","OH","118","499","44","4","47","4.83"
"32","Lauren Chastang","Kennesaw St.","Jr.","5-11","OH","115","453","65","8","53","4.80"
"33","Ciara DeBell","Marshall","Jr.","6-2","OH","101","422","16","14","62","4.78"
"34","Jenna Bridges","Hartford","Sr.","6-2","MB","105","437","0","23","77","4.75"
"35","Sarah Davis","Sacramento St.","Sr.","5-10","OH","130","542","50","6","38","4.75"
"36","Efrosini Alexakou","St. John's (NY)","So.","6-1","OH","116","491","28","12","36","4.73"
"37","Lauren Matthews","Western Ky.","So.","6-0","MH","118","470","0","36","103","4.72"
"38","Elizabeth Juhnke","South Dakota","Fr.","6-0","OH","123","520","10","10","77","4.70"
"39","Mariena Hayden","UNLV","Jr.","6-0","OH","102","384","70","10","31","4.70"
"40","Emily Hill","Texas Tech","Sr.","6-1","OH","116","491","28","8","36","4.70"
"41","Sydney Rowan","Charlotte","Jr.","5-10","OH","111","457","34","2","51","4.67"
"42","Valerie Valerian","North Texas","Jr.","6-1","OH","109","465","19","4","39","4.66"
"43","Caitlyn Newton","Purdue","Jr.","6-1","OH","114","446","41","15","57","4.65"
"44","Micaya White","Texas","Sr.","6-1","OH","98","392","30","8","51","4.65"
"45","Cortney VanLiew","FGCU","Jr.","5-11","OH","104","424","23","9","44","4.60"
"46","Desiree Sukhov","Fresno St.","Jr.","5-11","OH","87","344","30","5","37","4.57"
"47","Temi Thomas-Ailara","Northwestern","Fr.","6-2","OH","102","398","30","19","38","4.57"
"48","Megan Fergus","Marist","Sr.","5-10","MB","114","453","14","13","75","4.54"
"49","Melanie Feliciano","Evansville","Fr.","5-11","OH","109","456","15","2","40","4.52"
"50","Skylar Iott","George Washington","Sr.","6-0","OH","99","395","29","4","38","4.52"
"","Kaylee Martin","Illinois St.","Jr.","5-9","OH","132","526","31","6","66","4.52"
"52","Sarah Colla","Campbell","So.","5-10","OH","103","407","24","5","58","4.51"
"53","Payton Caffrey","Florida St.","Sr.","6-0","OH","100","403","18","4","50","4.50"
"","Kelsi Hobbs","Samford","Sr.","6-1","OH","118","466","33","5","54","4.50"
"55","Brooke Monssen","Charleston So.","Sr.","6-2","OH","103","419","13","8","39","4.46"
"56","Dilara Gedikoglu","Tulsa","Fr.","5-10","OH","119","488","25","4","27","4.46"
"57","Laura Masciullo","Hofstra","Sr.","6-0","OH","109","439","21","4","43","4.45"
"58","Alli Lowe","Colgate","Jr.","6-0","OH","115","465","16","15","30","4.44"
"59","Ann Ernst","Loyola Maryland","Sr.","5-9","OH","121","493","13","10","43","4.44"
"60","Paige Jones","Michigan","So.","6-1","OH","118","463","39","2","39","4.44"
"61","Cheyenne Huskey","Texas St.","Sr.","6-2","OH","117","425","57","4","62","4.42"
"62","Breana Runnels","Colorado St.","Jr.","5-10","OH","110","417","36","9","48","4.42"
"63","Thayer Hall","Florida","So.","6-3","OH","111","415","34","17","40","4.38"
"64","Logan Eggleston","Texas","So.","6-2","-","98","347","52","2","56","4.38"
"65","CeCe Madison","Oral Roberts","Sr.","5-10","OH","123","481","26","7","44","4.36"
"66","Tessa Grubbs","Tennessee","Sr.","6-3","OH","108","438","7","7","35","4.35"
"67","Emily Plock","Drake","Jr.","6-2","OPP","125","472","20","4","94","4.34"
"68","Alicia Harrington","UMKC","Sr.","6-0","OH","110","415","25","10","54","4.34"
"69","Maya Taylor","Saint Louis","Jr.","5-11","OH","103","403","26","4","26","4.33"
"70","Kashauna Williams","Long Beach St.","So.","-","OH","110","443","5","11","34","4.33"
"71","Maria Mallon","Cincinnati","So.","5-9","OH","119","451","45","6","21","4.31"
"72","Paige Whipple","Arizona","Jr.","6-1","OH","116","457","20","4","37","4.31"
"73","Leah Daniel","Elon","So.","6-1","OH","126","487","18","7","61","4.31"
"74","Amelia Johnson","Liberty","Jr.","6-1","OH","120","457","31","3","51","4.30"
"75","Kora Schaberl","LIU Brooklyn","Sr.","6-0","OH","97","365","27","8","34","4.30"
"76","Kazna Tarawhiti","Utah Valley","So.","5-11","OH","109","415","18","3","65","4.30"
"77","Lauren Matias","UC Davis","Sr.","6-2","OH","112","421","30","10","37","4.28"
"78","Hannah Flowers","Memphis","Jr.","6-2","RS","109","383","50","2","63","4.28"
"79","McKenna Miller","BYU","Sr.","6-1","OH","111","397","43","4","56","4.25"
"80","Mikayla Shields","South Carolina","Sr.","6-0","RS","114","405","42","7","61","4.25"
"81","Julia Crawford","Cal St. Fullerton","Fr.","5-9","OH","90","354","12","3","26","4.24"
"82","Julia Bergmann","Georgia Tech","Fr.","6-5","OH","123","426","64","16","32","4.24"
"83","Jillian Gillen","Arkansas","Fr.","5-10","OH","113","424","29","8","37","4.24"
"84","Jonni Parker","Penn St.","So.","6-1","OH","117","413","42","3","70","4.21"
"85","Cheyenne Hayes","Troy","Jr.","5-9","OH","120","455","27","7","29","4.20"
"86","Abbie Harry","Central Ark.","Sr.","6-0","OH","117","438","32","1","39","4.19"
"87","Brittany Maxwell","DePaul","Sr.","6-3","RS","121","443","31","12","41","4.19"
"88","Maria Yvett Garcia","Florida A&M","Sr.","6-1","OH","101","357","39","8","33","4.16"
"89","Madi Tyus","Saint Francis (PA)","So.","6-0","OH","86","321","25","1","22","4.16"
"90","Lauren Harrison","North Carolina","So.","6-0","OH","92","350","1","11","41","4.16"
"91","Rachel Bontrager","Western Mich.","Jr.","5-11","OH","112","414","14","12","48","4.14"
"92","Julia Sangiacomo","Santa Clara","Fr.","6-5","OH","119","411","39","8","69","4.14"
"93","Ali Verzani","Tennessee Tech","Jr.","5-10","OH","110","395","33","5","44","4.14"
"94","Grace Cleveland","Purdue","So.","6-3","OH","122","393","43","5","127","4.14"
"95","Lexi Sun","Nebraska","Jr.","6-2","OH","119","425","25","10","64","4.13"
"96","Abby Noll","Eastern Ky.","Fr.","5-11","OH","97","375","11","5","20","4.13"
"97","Kayla Lund","Pittsburgh","Jr.","6-0","OH","110","393","35","5","43","4.13"
"98","Abby Hamilton","Loyola Maryland","So.","5-11","OH","122","453","33","2","32","4.13"
"99","Justine Spann","Colorado","Sr.","5-8","OH","106","378","30","14","30","4.12"
"100","Kacie Evans","Georgia","Fr.","5-11","OH","109","396","31","3","38","4.12"
"101","Emma Longley","Appalachian St.","Sr.","5-11","OH","116","446","6","12","27","4.12"
"102","Mariana Brambilla","Georgia Tech","So.","5-11","OH","109","392","29","7","40","4.11"
"103","Charley Niego","Notre Dame","So.","6-0","OH","115","410","33","5","48","4.10"
"104","Kailey Jo Ince","Northern Colo.","So.","6-1","OH","132","508","0","18","29","4.09"
"105","Carol Barbosa","Little Rock","Sr.","6-0","OH","86","309","14","10","38","4.09"
"","Tia Jimerson","Ohio","Jr.","6-3","MB","86","276","5","28","86","4.09"
"107","Savannah Davison","New Mexico St.","So.","5-10","OH","108","384","22","9","53","4.09"
"108","Trinniti Hall","Cleveland St.","Sr.","5-10","MH","108","359","23","17","83","4.08"
"109","Isabella Sade","Omaha","Jr.","6-2","OH","125","448","37","2","41","4.06"
"110","Catie Cronister","Wofford","Sr.","5-10","OH","111","371","42","19","37","4.06"
"111","Cassie Haut","Eastern Mich.","Sr.","6-2","RS","106","357","17","17","77","4.05"
"112","Maria Esch","UNC Greensboro","Jr.","6-0","OH","94","339","22","4","31","4.05"
"113","Shannon Webb","Southern Utah","Sr.","6-0","OH","116","439","15","1","28","4.04"
"114","Kaylin Korte","Clemson","Jr.","6-0","OH","106","378","23","8","38","4.04"
"115","Ashley Lewis","Sam Houston St.","Jr.","6-0","OH","134","482","28","5","49","4.03"
"116","Emily Stroup","Ole Miss","Sr.","6-0","OH","117","431","19","6","30","4.03"
"117","Sadie Limback","Omaha","So.","6-0","RS","118","411","21","6","74","4.03"
"118","Solimar Cestero","North Florida","So.","6-0","OH","116","424","13","8","42","4.02"
"119","Katelyn MEYER","Bowling Green","So.","5-10","OH","122","459","5","6","39","4.01"
"120","Savannah Slattery","LMU (CA)","Sr.","5-11","OH","110","401","13","9","36","4.01"
"121","Iva Vujosevic","Georgetown","Sr.","5-11","OH","109","379","44","0","27","4.00"
"122","Rachel Tam","Evansville","Sr.","5-9","OH","117","448","4","1","31","4.00"
"123","Miajavon Coleman","Coppin St.","So.","5-11","OH","113","406","25","3","34","3.99"
"124","Samantha Graver","La Salle","Jr.","5-10","OH","110","402","24","0","26","3.99"
"125","Jamie Walling","Oakland","Jr.","6-1","MH","108","357","27","13","64","3.97"
"126","Emily Russell","USC Upstate","Jr.","6-0","MB","99","306","23","19","88","3.96"
"127","Nicole Mack","Furman","Jr.","5-11","OH","99","352","19","6","29","3.95"
"128","Lauren Deaton","Samford","So.","-","OH","118","443","4","7","25","3.95"
"129","Ronika Stone","Oregon","Sr.","6-2","MB","113","364","21","13","97","3.95"
